Sample	Plasmid	Strand	MeanRatio	StdRatio	Dilutions	GC
pool2-1_S64	seq_2_gc=0.66_XhoI_PacI	reverse	2.49586429283851	0.10349593536194	-4	66
pool2-2_S65	seq_1_gc=0.26_PmeI_NcoI	forward	3.72389605871407	0.168153443977056	-4	26
pool2-2_S65	seq_1_gc=0.26_PmeI_NcoI	reverse	6.20540211226102	0.182459794493676	-4	26
pool2-2_S65	seq_1_gc=0.36_PmeI_XhoI	forward	3.02201364339691	0.149748659881368	-3	36
pool2-2_S65	seq_1_gc=0.36_PmeI_XhoI	reverse	4.27741373056928	0.164602175708083	-3	36
pool2-2_S65	seq_1_gc=0.46_PmeI_NcoI	forward	2.31101658049769	0.048781631766688	-2	46
pool2-2_S65	seq_1_gc=0.46_PmeI_NcoI	reverse	3.50997553403449	0.058533418468099	-2	46
pool2-2_S65	seq_1_gc=0.56_PmeI_XmaI	forward	1.89726341070834	0.012672091626772	-1	56
pool2-2_S65	seq_1_gc=0.56_PmeI_XmaI	reverse	2.76518747788202	0.01508238356357	-1	56
pool2-2_S65	seq_1_gc=0.66_PmeI_XhoI	forward	1.70482620670785	0.003394067722526	0	66
pool2-2_S65	seq_1_gc=0.66_PmeI_XhoI	reverse	2.33450416868423	0.004018335102486	0	66
pool2-2_S65	seq_2_gc=0.26_NcoI_PcaI	forward	3.99472462175015	0.007198412317056	0	26
pool2-2_S65	seq_2_gc=0.26_NcoI_PcaI	reverse	6.20910384253552	0.007873352264011	0	26
pool2-2_S65	seq_2_gc=0.36_XhoI_XmaI	forward	2.80904173963934	0.015824238388115	-1	36
pool2-2_S65	seq_2_gc=0.36_XhoI_XmaI	reverse	4.34190782362362	0.018730826202427	-1	36
pool2-2_S65	seq_2_gc=0.46_NcoI_PacI	forward	2.20918229902201	0.044715190832354	-2	46
pool2-2_S65	seq_2_gc=0.46_NcoI_PacI	reverse	3.35685679065478	0.052870647212723	-2	46
pool2-2_S65	seq_2_gc=0.56_XmaI_PacI	forward	2.10139136020823	0.127994722931545	-3	56
pool2-2_S65	seq_2_gc=0.56_XmaI_PacI	reverse	2.82570989324815	0.150184678136381	-3	56
pool2-2_S65	seq_2_gc=0.66_XhoI_PacI	forward	2.29733284492467	0.11814541419101	-4	66
pool2-2_S65	seq_2_gc=0.66_XhoI_PacI	reverse	3.17708185659815	0.138955927682853	-4	66
pool2-3_S66	seq_1_gc=0.26_PmeI_NcoI	forward	3.91757680899122	0.200850349027696	-4	26
pool2-3_S66	seq_1_gc=0.26_PmeI_NcoI	reverse	4.20789160872645	0.25119275265281	-4	26
pool2-3_S66	seq_1_gc=0.36_PmeI_XhoI	forward	2.74105882971493	0.082464904215254	-3	36
pool2-3_S66	seq_1_gc=0.36_PmeI_XhoI	reverse	2.87884960256054	0.087757556354677	-3	36
pool2-3_S66	seq_1_gc=0.46_PmeI_NcoI	forward	2.00266206212568	0.026999310747444	-2	46
pool2-3_S66	seq_1_gc=0.46_PmeI_NcoI	reverse	2.12219652592874	0.028906096482292	-2	46
pool2-3_S66	seq_1_gc=0.56_PmeI_XmaI	forward	1.50653618902972	0.006405089398764	-1	56
pool2-3_S66	seq_1_gc=0.56_PmeI_XmaI	reverse	1.66976086210445	0.006838211358566	-1	56
pool2-3_S66	seq_1_gc=0.66_PmeI_XhoI	forward	1.31413234322744	0.001659400580461	0	66
pool2-3_S66	seq_1_gc=0.66_PmeI_XhoI	reverse	1.43104945142443	0.001746444235801	0	66
pool2-3_S66	seq_2_gc=0.26_NcoI_PcaI	forward	4.26725214944405	0.005093968535947	0	26
pool2-3_S66	seq_2_gc=0.26_NcoI_PcaI	reverse	4.77312131362877	0.006467166788367	0	26
pool2-3_S66	seq_2_gc=0.36_XhoI_XmaI	forward	2.77513407577653	0.009409280979716	-1	36
pool2-3_S66	seq_2_gc=0.36_XhoI_XmaI	reverse	2.92742232304086	0.010582647525996	-1	36
pool2-3_S66	seq_2_gc=0.46_NcoI_PacI	forward	1.85378397368563	0.023218996602603	-2	46
pool2-3_S66	seq_2_gc=0.46_NcoI_PacI	reverse	1.98721803397685	0.025080269079199	-2	46
pool2-3_S66	seq_2_gc=0.56_XmaI_PacI	forward	1.62146748900534	0.068251167611992	-3	56
pool2-3_S66	seq_2_gc=0.56_XmaI_PacI	reverse	1.62900649155513	0.068588176473065	-3	56
pool2-3_S66	seq_2_gc=0.66_XhoI_PacI	forward	1.91869567292742	0.103039928644335	-4	66
pool2-3_S66	seq_2_gc=0.66_XhoI_PacI	reverse	2.13732410001332	0.110936874525481	-4	66
pool3-1_S67	seq_1_gc=0.26_PmeI_NcoI	forward	5.00729111821507	0.00732684498643	-1	26
pool3-1_S67	seq_1_gc=0.26_PmeI_NcoI	reverse	7.86509732849674	0.011054354577391	-1	26
pool3-1_S67	seq_1_gc=0.36_PmeI_XhoI	forward	3.29297344832586	0.122218696354672	-4	36
pool3-1_S67	seq_1_gc=0.36_PmeI_XhoI	reverse	4.37152623091255	0.155712823900383	-4	36
pool3-1_S67	seq_1_gc=0.46_PmeI_NcoI	forward	2.24733006242452	0.001820825008502	0	46
pool3-1_S67	seq_1_gc=0.46_PmeI_NcoI	reverse	3.00860200105831	0.00229742440226	0	46
pool3-1_S67	seq_1_gc=0.56_PmeI_XmaI	forward	1.7896811401505	0.381931383935809	-3	56
pool3-1_S67	seq_1_gc=0.56_PmeI_XmaI	reverse	2.48336296517286	0.46488425753838	-3	56
pool3-1_S67	seq_1_gc=0.66_PmeI_XhoI	forward	1.23836893391508	0.0090663389748	-2	66
pool3-1_S67	seq_1_gc=0.66_PmeI_XhoI	reverse	1.63577941049344	0.010704273436567	-2	66
pool3-1_S67	seq_2_gc=0.26_NcoI_PcaI	forward	5.05208004249698	0.006550037373759	-1	26
pool3-1_S67	seq_2_gc=0.26_NcoI_PcaI	reverse	7.69023175200501	0.009111022707102	-1	26
pool3-1_S67	seq_2_gc=0.36_XhoI_XmaI	forward	3.38910574467202	0.001641920301607	0	36
pool3-1_S67	seq_2_gc=0.36_XhoI_XmaI	reverse	4.75057223894468	0.002200323188569	0	36
pool3-1_S67	seq_2_gc=0.46_NcoI_PacI	forward	2.22459104817471	0.155037897668032	-4	46
pool3-1_S67	seq_2_gc=0.46_NcoI_PacI	reverse	2.99366296524342	0.197508135598614	-4	46
pool3-1_S67	seq_2_gc=0.56_XmaI_PacI	forward	1.63709774198563	0.04738822183823	-3	56
pool3-1_S67	seq_2_gc=0.56_XmaI_PacI	reverse	2.21956922621644	0.058385051439144	-3	56
pool3-1_S67	seq_2_gc=0.66_XhoI_PacI	forward	1.43896467287629	0.017598138146674	-2	66
pool3-1_S67	seq_2_gc=0.66_XhoI_PacI	reverse	1.80767101105946	0.020024149713127	-2	66
pool3-2_S68	seq_1_gc=0.26_PmeI_NcoI	forward	5.40787043702207	0.006130802926906	-1	26
pool3-2_S68	seq_1_gc=0.26_PmeI_NcoI	reverse	8.61284762560056	0.012574772512646	-1	26
pool3-2_S68	seq_1_gc=0.36_PmeI_XhoI	forward	3.9980455388361	0.14245357838923	-4	36
pool3-2_S68	seq_1_gc=0.36_PmeI_XhoI	reverse	5.34979519085293	0.22884897590309	-4	36
pool3-2_S68	seq_1_gc=0.46_PmeI_NcoI	forward	3.1606567197852	0.00232305251871	0	46
pool3-2_S68	seq_1_gc=0.46_PmeI_NcoI	reverse	3.92556548947072	0.003533588060311	0	46
pool3-2_S68	seq_1_gc=0.56_PmeI_XmaI	forward	2.34958674766488	0.420594111256332	-3	56
pool3-2_S68	seq_1_gc=0.56_PmeI_XmaI	reverse	2.62717261120093	0.495278758499784	-3	56
pool3-2_S68	seq_1_gc=0.66_PmeI_XhoI	forward	1.83299849275923	0.014051435717018	-2	66
pool3-2_S68	seq_1_gc=0.66_PmeI_XhoI	reverse	2.00072433266806	0.01717624012658	-2	66
pool3-2_S68	seq_2_gc=0.26_NcoI_PcaI	forward	5.35642876801624	0.005595777407756	-1	26
pool3-2_S68	seq_2_gc=0.26_NcoI_PcaI	reverse	8.3346686661392	0.01068637430687	-1	26
pool3-2_S68	seq_2_gc=0.36_XhoI_XmaI	forward	4.23729924108882	0.00172925210273	0	36
pool3-2_S68	seq_2_gc=0.36_XhoI_XmaI	reverse	5.87918295390336	0.003023832141658	0	36
pool3-2_S68	seq_2_gc=0.46_NcoI_PacI	forward	3.01619639215584	0.224737494620272	-4	46
pool3-2_S68	seq_2_gc=0.46_NcoI_PacI	reverse	4.25102710040149	0.344241425889554	-4	46
pool3-2_S68	seq_2_gc=0.56_XmaI_PacI	forward	2.34054315667491	0.070024940096808	-3	56
pool3-2_S68	seq_2_gc=0.56_XmaI_PacI	reverse	2.60906704537493	0.092959672520919	-3	56
pool3-2_S68	seq_2_gc=0.66_XhoI_PacI	forward	2.04644560540554	0.026447271656619	-2	66
pool3-2_S68	seq_2_gc=0.66_XhoI_PacI	reverse	2.2656958498504	0.033038282223305	-2	66
pool3-3_S69	seq_1_gc=0.26_PmeI_NcoI	forward	4.73926611988815	0.009546121979404	-1	26
pool3-3_S69	seq_1_gc=0.26_PmeI_NcoI	reverse	5.12076985814248	0.024011740814667	-1	26
pool3-3_S69	seq_1_gc=0.36_PmeI_XhoI	forward	3.04145887888108	0.160943662095352	-4	36
pool3-3_S69	seq_1_gc=0.36_PmeI_XhoI	reverse	2.74519760427494	0.208278854800475	-4	36
pool3-3_S69	seq_1_gc=0.46_PmeI_NcoI	forward	2.57052398092822	0.002517071203468	0	46
pool3-3_S69	seq_1_gc=0.46_PmeI_NcoI	reverse	2.37128350994384	0.003154317242828	0	46
pool3-3_S69	seq_1_gc=0.56_PmeI_XmaI	forward	2.27325198213418	0.329095952377025	-3	56
pool3-3_S69	seq_1_gc=0.56_PmeI_XmaI	reverse	2.01608575223554	0.352101611713707	-3	56
pool3-3_S69	seq_1_gc=0.66_PmeI_XhoI	forward	1.60450332074176	0.013222800989434	-2	66
pool3-3_S69	seq_1_gc=0.66_PmeI_XhoI	reverse	1.51345024437308	0.014350440439438	-2	66
pool3-3_S69	seq_2_gc=0.26_NcoI_PcaI	forward	4.85730063698321	0.008496944859015	-1	26
pool3-3_S69	seq_2_gc=0.26_NcoI_PcaI	reverse	5.47704431673953	0.019402350769028	-1	26
pool3-3_S69	seq_2_gc=0.36_XhoI_XmaI	forward	3.44328748559461	0.002101343102793	0	36
pool3-3_S69	seq_2_gc=0.36_XhoI_XmaI	reverse	3.2517732944926	0.003150462633967	0	36
pool3-3_S69	seq_2_gc=0.46_NcoI_PacI	forward	2.85046341420561	0.236636219027674	-4	46
pool3-3_S69	seq_2_gc=0.46_NcoI_PacI	reverse	2.35393613597522	0.293020324163412	-4	46
pool3-3_S69	seq_2_gc=0.56_XmaI_PacI	forward	2.05810463368841	0.069582746770816	-3	56
pool3-3_S69	seq_2_gc=0.56_XmaI_PacI	reverse	1.93884289107804	0.078940595406006	-3	56
pool3-3_S69	seq_2_gc=0.66_XhoI_PacI	forward	1.80586327231266	0.024595465965569	-2	66
pool3-3_S69	seq_2_gc=0.66_XhoI_PacI	reverse	1.74780691904514	0.027595628389095	-2	66
